gwid,gwgroupid,religion1,rel1_size,religion2,rel2_size,religion3,rel3_size,language1,lang1_size,language2,lang2_size,language3,lang3_size,phenotype1,pheno1_size,phenotype2,pheno2_size,phenotype3,pheno3_size
452,45206000,ARI1C,0.32,ARC1,0.25,ANI1,0.24,gur,0.21,dag,0.2,dga,0.18,ssa,1,,0,,0
452,45207000,ARI1C,0.38,ARC4,0.28,ARC99,0.19,aka,0.8,abr,0.15,wss,0.05,ssa,1,,0,,0
461,46101000,ARC1,0.48,ANI1,0.28,ARC4,0.18,ewe,0.52,wci,0.22,gej,0.12,ssa,1,,0,,0
461,46102000,ANI1,0.64,ARC4,0.19,ARC1,0.17,kbp,0.7,nmz,0.15,las,0.12,ssa,1,,0,,0
471,47101000,ARC99,0.28,ARC1,0.25,ANI,0.24,bbj,0.34,ybb,0.2,byv,0.14,ssa,1,,0,,0
471,47102000,ARC99,0.4,ARC4,0.27,ANI,0.22,bas,0.72,dua,0.28,,0,ssa,1,,0,,0
471,47103000,ARC99,0.3,ARC1,0.29,ANI,0.28,ewo,0.45,btb,0.28,bum,0.27,ssa,1,,0,,0
471,47104000,ARI1,0.96,,0,,0,fub,0.38,bax,0.1,maf,0.07,ssa,1,,0,,0
471,47105000,ARC99,0.26,ARC1,0.24,ANI,0.23,wes,0.5,bkm,0.12,lns,0.11,ssa,1,,0,,0
471,47106000,ARC1,0.29,ARC99,0.26,ANI,0.21,wes,0.5,bss,0.09,bdu,0.09,ssa,1,,0,,0
475,47501000,ARI1C,1,,0,,0,hau,0.67,fub,0.27,fuv,0.06,ssa,1,,0,,0
475,47502000,ARC4,0.4,ARC99,0.3,ARC5,0.3,ibo,1,,0,,0,ssa,1,,0,,0
475,47503000,ARC4,0.57,ARC99,0.28,ARC1,0.14,ijc,0.93,ijs,0.07,,0,ssa,1,,0,,0
475,47504000,ARC5,0.67,ARC4,0.14,ARC99,0.14,tkq,0.46,ogo,0.3,gkn,0.15,ssa,1,,0,,0
475,47505000,ARC99,0.9,ARC4,0.05,ARC1,0.05,tiv,1,,0,,0,ssa,1,,0,,0
475,47506000,ARI1C,0.36,ARC5,0.31,ARC99,0.17,yor,1,,0,,0,ssa,1,,0,,0
481,48101000,ARC1,0.63,ARC4,0.14,ARC99,0.14,swj,1,,0,,0,ssa,1,,0,,0
481,48103000,ARC1,0.45,ARC4,0.21,ARC99,0.16,fan,1,,0,,0,ssa,1,,0,,0
481,48104000,ARC1,1,,0,,0,mdt,0.65,mbm,0.14,kzo,0.09,ssa,1,,0,,0
481,48105000,ARC1,0.47,ARC99,0.21,ARC4,0.17,mye,1,,0,,0,ssa,1,,0,,0
481,48105010,ARC1,0.47,ARC99,0.21,ARC4,0.17,mye,1,,0,,0,ssa,1,,0,,0
481,48105020,ARC1,0.47,ARC99,0.21,ARC4,0.17,mye,1,,0,,0,ssa,1,,0,,0
482,48205000,ARC4,0.41,ARC99,0.28,ARC1,0.19,mzv,0.17,gya,0.15,liy,0.14,ssa,1,,0,,0
482,48205020,ARC4,0.558,ARC99,0.14,,0,gya,1,,0,,0,ssa,1,,0,,0
482,48205030,ARC1,0.38,ARC4,0.2,ARI,0.19,lyi,0.26,bpd,0.14,bjo,0.13,ssa,1,,0,,0
482,48205070,ANI,0.28,ARC4,0.22,ARC1,0.13,sbz,1,,0,,0,ssa,1,,0,,0
482,48205080,ARI1,0.99,,0,,0,fub,0.78,fui,0.22,,0,ssa,1,,0,,0
482,48205090,ARI,0.65,ANI,0.2,ARC,0.15,kcm,1,,0,,0,ssa,1,,0,,0
482,48206000,ARC99,0.42,ARC1,0.24,ANI,0.16,yky,0.48,nbm,0.44,gbg,0.07,ssa,1,,0,,0
482,48206040,ARC1,0.3,ARC99,0.3,ARC4,0.15,nbm,1,,0,,0,ssa,1,,0,,0
482,48206080,ANI,0.26,ARC1,0.21,ARC99,0.175,yky,1,,0,,0,ssa,1,,0,,0
483,48301000,ARI1,1,,0,,0,shu,1,,0,,0,men,1,,0,,0
483,48302000,ARI1,1,,0,,0,zag,0.25,daa,0.22,kyq,0.21,ssa,1,,0,,0
483,48302100,ARI,1,,0,,0,daa,0.35,kyq,0.33,bid,0.18,ssa,1,,0,,0
483,48302200,ARI1,1,,0,,0,zag,1,,0,,0,ssa,1,,0,,0
483,48304000,ARC4,1,,0,,0,sba,1,,0,,0,ssa,1,,0,,0
483,48306000,ARI1,1,,0,,0,dzg,1,,0,,0,ssa,1,,0,,0
484,48402000,ARC1,0.57,,0,,0,tyi,0.25,nzu,0.19,,0,ssa,1,,0,,0
484,48403000,ARC1,0.47,ARC4,0.24,ARC99,0.18,bmb,1,,0,,0,ssa,1,,0,,0
484,48405000,ARC1,0.41,ARC4,0.19,,0,ldi,0.7,kng,0.3,,0,ssa,1,,0,,0
484,48405010,ARC1,0.49,ARC99,0.17,,0,kng,1,,0,,0,ssa,1,,0,,0
484,48405040,ARC1,0.37,ARC4,0.27,,0,ldi,1,,0,,0,ssa,1,,0,,0
484,48406000,ARC1,0.5,ARC99,0.36,,0,mdw,0.75,koh,0.25,,0,ssa,1,,0,,0
484,48406050,ARC1,0.57,ARC99,0.28,,0,koh,1,,0,,0,ssa,1,,0,,0
484,48406070,ARC1,0.47,ARC99,0.38,,0,mdw,1,,0,,0,ssa,1,,0,,0
484,48410000,ARC1,0.46,ANI,0.22,ARC99,0.195,vif,1,,0,,0,ssa,1,,0,,0
490,49001000,ARC1,0.39,ARC4,0.32,ARC99,0.24,zne,0.53,mdj,0.46,,0,ssa,1,,0,,0
490,49002000,ARC1,0.57,ARC4,0.25,,0,zmz,1,,0,,0,ssa,1,,0,,0
490,49003000,ARC99,0.37,ARC1,0.26,ARC4,0.19,ktu,0.77,kng,0.16,kwy,0.07,ssa,1,,0,,0
490,49004000,ARC1,0.46,ARC99,0.29,ARC4,0.18,lol,1,,0,,0,ssa,1,,0,,0
490,49005000,ARC99,0.3,ARC1,0.28,ARC4,0.22,lua,0.72,lub,0.26,hem,0.02,ssa,1,,0,,0
490,49006000,ARC1,0.5,ARC4,0.3,ARC99,0.15,nga,1,,0,,0,ssa,1,,0,,0
490,49007000,ARC99,0.3,ARC1,0.28,ARC4,0.22,lua,0.72,lub,0.26,hem,0.02,ssa,1,,0,,0
490,49008000,ARC1,0.6,ARC4,0.25,ARC99,0.1,ngb,0.64,nbw,0.34,,0,ssa,1,,0,,0
490,49009000,ARC99,0.3,ARC1,0.28,ARC4,0.22,lua,1,,0,,0,ssa,1,,0,,0
490,49010000,ARC1,0.44,ARC4,0.24,ARC99,0.16,tbt,1,,0,,0,ssa,1,,0,,0
490,49011000,ARC1,0.64,ARC99,0.16,ARC4,0.15,lun,1,,0,,0,ssa,1,,0,,0
490,49012000,ARC1,0.43,ARC4,0.24,ARC99,0.23,tll,1,,0,,0,ssa,1,,0,,0
490,49013000,ARC5,0.31,ARC1,0.24,ARC4,0.21,kin,1,,0,,0,ssa,1,,0,,0
500,50001000,ERH,0.88,ARI1,0.12,,0,hin,1,,0,,0,sas,1,,0,,0
500,50002000,ARC1,0.4,ARI1,0.31,ARC5,0.2,lug,1,,0,,0,ssa,1,,0,,0
500,50004000,ARC1,0.44,ARC5,0.25,ARI1,0.15,xog,1,,0,,0,ssa,1,,0,,0
500,50007000,ANI,0.8,ARC1,0.13,,0,kdj,1,,0,,0,ssa,1,,0,,0
500,50009000,ARC1,0.48,ARC5,0.22,,0,teo,0.47,keo,0.18,luc,0.1,ssa,1,,0,,0
500,50009100,ARC1,0.42,ARC5,0.19,,0,keo,0.34,luc,0.18,lgg,0.16,ssa,1,,0,,0
500,50009110,ARC1,0.43,ARC5,0.18,ANI,0.07,keo,0.39,luc,0.2,lgg,0.18,ssa,1,,0,,0
500,50009111,ARC1,0.43,ARC5,0.3,ARC4,0.08,luc,0.33,lgg,0.3,alz,0.24,ssa,1,,0,,0
500,50009112,ARC1,0.38,ANI,0.17,ARI1,0.13,keo,1,,0,,0,ssa,1,,0,,0
500,50009120,ARC1,0.5,ARC5,0.23,ARC99,0.11,laj,0.56,ach,0.44,,0,ssa,1,,0,,0
500,50009200,ARC1,0.54,ARC5,0.25,,0,teo,0.89,laj,0.06,ach,0.05,ssa,1,,0,,0
500,50009210,ARC1,0.54,ARC5,0.25,,0,teo,1,,0,,0,ssa,1,,0,,0
500,50011000,ARC5,0.42,ARC1,0.35,ARC4,0.08,nyn,0.4,kin,0.3,ttj,0.16,ssa,1,,0,,0
500,50011030,ARC1,0.48,ARC5,0.29,,0,kin,1,,0,,0,ssa,1,,0,,0
500,50011090,ARC5,0.47,ARC1,0.29,ARC4,0.11,nyn,0.57,ttj,0.22,nyo,0.21,ssa,1,,0,,0
501,50101000,ARC4,0.4,ANI,0.24,ARC99,0.15,scg,0.3,tuv,0.15,niq,0.14,ssa,1,,0,,0
501,50102000,ARC99,0.34,ARC4,0.294,ARC5,0.196,kam,1,,0,,0,ssa,1,,0,,0
501,50103000,ARC4,0.32,ARC99,0.31,ARC5,0.16,kik,0.8,mer,0.17,ebu,0.03,ssa,1,,0,,0
501,50104000,ARC4,0.7,ARC1,0.15,ARC99,0.15,guz,1,,0,,0,ssa,1,,0,,0
501,50105000,ARC4,0.5,ARC1,0.25,ARC99,0.25,bxk,0.3,rag,0.13,nyd,0.07,ssa,1,,0,,0
501,50106000,ARC99,0.35,ARC4,0.3,ARC5,0.2,luo,1,,0,,0,ssa,1,,0,,0
501,50107000,ARC4,0.22,ARC5,0.18,ANI,0.15,nyf,0.4,dug,0.2,dig,0.12,ssa,1,,0,,0
501,50108000,ARI1,0.92,ARC99,0.04,,0,som,1,,0,,0,ssa,1,,0,,0
510,51001000,ARC1,0.39,ANI,0.32,ARI1,0.27,suk,0.5,gog,0.2,hay,0.1,ssa,1,,0,,0
510,51001010,ARC1,0.4,ANI1,0.24,ARC4,0.24,suk,0.18,gog,0.057,hay,0.046,ssa,1,,0,,0
510,51001020,ARI1,1,,0,,0,swh,0.35,suk,0.062,kde,0.054,ssa,1,,0,,0
510,51002000,ARI1,1,,0,,0,swh,1,,0,,0,ssa,1,,0,,0
510,51003000,ARI1,0.95,ARC1,0.05,,0,swh,1,,0,,0,men,1,,0,,0
510,51004000,ANI,0.65,ARC4,0.21,,0,mas,1,,0,,0,ssa,1,,0,,0
511,51101000,ARI1,1,,0,,0,swh,1,,0,,0,ssa,1,,0,,0
511,51102000,ARI1,0.95,ARC1,0.05,,0,swh,1,,0,,0,men,1,,0,,0
516,51601000,ARC1,1,,0,,0,run,1,,0,,0,ssa,1,,0,,0
516,51602000,ARC1,1,,0,,0,run,1,,0,,0,ssa,1,,0,,0
517,51701000,ARC1,0.45,ARC4,0.34,ARC5,0.09,kin,1,,0,,0,ssa,1,,0,,0
517,51702000,ARC1,0.66,ARC5,0.24,,0,kin,1,,0,,0,ssa,1,,0,,0
522,52201000,ARI1,0.99,,0,,0,som,1,,0,,0,ssa,1,,0,,0
522,52202000,ARI1,0.99,,0,,0,aar,1,,0,,0,ssa,1,,0,,0
530,53001000,ARI1,0.99,,0,,0,aar,1,,0,,0,ssa,1,,0,,0
530,53002000,ARC3B,0.57,ARC4,0.22,ARI1,0.15,amh,1,,0,,0,ssa,1,,0,,0
530,53003000,ANI,0.54,ARC3B,0.25,,0,guk,1,,0,,0,ssa,1,,0,,0
530,53005000,ARI1,0.97,,0,,0,har,1,,0,,0,ssa,1,,0,,0
530,53006000,ARI1,0.39,ARC3B,0.27,ANI,0.14,gaz,0.83,hae,0.17,,0,ssa,1,,0,,0
530,53007000,ARC4,0.45,ARC3B,0.24,ARI1,0.15,sid,0.19,wal,0.11,hdy,0.08,ssa,1,,0,,0
530,53008000,ARI1,0.99,,0,,0,som,1,,0,,0,ssa,1,,0,,0
530,53009000,ARC3B,0.81,,0,,0,tir,1,,0,,0,ssa,1,,0,,0
530,53010000,ARC3C,0.77,ARC1,0.09,ARC99,0.09,tir,1,,0,,0,ssa,1,,0,,0
530,53011000,ARI1,0.93,,0,,0,tig,0.51,ssy,0.09,bej,0.09,ssa,1,,0,,0
530,53012000,ARC3B,0.59,ARC4,0.17,ANI1,0.16,anu,1,,0,,0,ssa,1,,0,,0
530,53013000,ARC4,0.67,ANI1,0.15,ARI,0.08,sid,1,,0,,0,ssa,1,,0,,0
531,53101000,ARC3C,0.77,ARC1,0.09,ARC99,0.09,tir,1,,0,,0,ssa,1,,0,,0
531,53102000,ARI1,0.99,ANI,0.02,,0,tig,0.51,ssy,0.09,bej,0.09,ssa,1,,0,,0
531,53102100,ARI1,0.99,,0,,0,tig,0.53,ssy,0.09,bej,0.09,ssa,1,,0,,0
531,53102200,ANI,0.4,ARI1,0.35,ARC3C,0.2,kun,1,,0,,0,ssa,1,,0,,0
531,53102300,ARI,0.65,ARC3B,0.2,,0,ssy,1,,0,,0,ssa,1,,0,,0
531,53103000,ARI1,0.99,,0,,0,aar,1,,0,,0,ssa,1,,0,,0
540,54001000,ARC1,0.53,ARC4,0.25,,0,kng,1,,0,,0,ssa,1,,0,,0
540,54002000,ARC1,0.72,ARC3,0.14,ANI,0.1,yom,1,,0,,0,ssa,1,,0,,0
540,54003000,ARC4,0.46,ARC1,0.32,ANI,0.13,cjk,0.72,lun,0.28,,0,ssa,1,,0,,0
540,54004000,ARC1,0.74,ARC4,0.09,ARC99,0.09,kmb,1,,0,,0,ssa,1,,0,,0
540,54005000,ARC1,0.61,ARC99,0.16,ARC4,0.14,umb,0.9,kua,0.1,,0,ssa,1,,0,,0
541,54101000,ARI1,0.81,ARC5,0.06,ANI,0.05,yao,0.58,kde,0.42,,0,ssa,1,,0,,0
541,54103000,ANI,0.49,ARC1,0.225,ARC99,0.16,ndc,1,,0,,0,ssa,1,,0,,0
541,54104000,ARC1,0.29,ARC99,0.19,ARC4,0.17,tso,0.76,cce,0.23,,0,ssa,1,,0,,0
551,55101000,ARC4,0.44,ARC1,0.33,,0,bem,1,,0,,0,ssa,1,,0,,0
551,55102000,ARC4,0.44,ARC1,0.33,,0,kqn,1,,0,,0,ssa,1,,0,,0
551,55103000,ARC4,0.44,ARC1,0.33,,0,loz,1,,0,,0,ssa,1,,0,,0
551,55104000,ARC4,0.44,ARC1,0.33,,0,lun,1,,0,,0,ssa,1,,0,,0
551,55105000,ARC4,0.44,ARC1,0.33,,0,lue,1,,0,,0,ssa,1,,0,,0
551,55106000,ARC4,0.44,ARC1,0.33,,0,nya,1,,0,,0,ssa,1,,0,,0
551,55107000,ARC4,0.85,ANI,0.15,,0,toi,0.85,leh,0.1,ilb,0.05,ssa,1,,0,,0
552,55201000,ARC99,0.46,ARC4,0.22,ANI,0.14,sna,0.63,nde,0.21,mxc,0.13,ssa,1,,0,,0
552,55201100,ARC99,0.43,ARC4,0.18,ARC1,0.12,nde,1,,0,,0,ssa,1,,0,,0
552,55201200,ARC99,0.46,ARC4,0.23,ANI,0.18,sna,0.79,mxc,0.17,ndc,0.04,ssa,1,,0,,0
552,55201210,ANI,0.55,ARC99,0.27,ARC1,0.18,ndc,1,,0,,0,ssa,1,,0,,0
552,55201220,ARC99,0.48,ARC4,0.25,ANI,0.17,sna,0.82,mxc,0.18,,0,ssa,1,,0,,0
552,55201221,ARC99,0.375,ANI,0.25,ARC4,0.225,mxc,1,,0,,0,ssa,1,,0,,0
552,55201222,ARC99,0.5,ARC4,0.25,ANI,0.15,sna,1,,0,,0,ssa,1,,0,,0
552,55202000,ARC1,0.59,ARC4,0.17,ANI,0.1,eng,1,,0,,0,eur,1,,0,,0
553,55301000,ARC1,0.41,ARI1,0.24,ARC4,0.22,nya,0.53,yao,0.38,lon,0.09,ssa,1,,0,,0
553,55302000,ARC1,0.39,ARC4,0.2,ARI1,0.15,nya,1,,0,,0,ssa,1,,0,,0
553,55303000,ARC4,0.77,ARC1,0.19,ARC99,0.03,tum,0.65,nyy,0.24,tog,0.11,ssa,1,,0,,0
560,56001000,ARC4,0.76,ATH,0.11,,0,afr,1,,0,,0,eur,1,,0,,0
560,56002000,ERH,0.83,ARI1,0.17,,0,tam,0.3,hin,0.27,eng,0.26,sas,1,,0,,0
560,56003000,ARC4,0.65,ARC1,0.164,ANI,0.1,afr,1,,0,,0,eur,0.5,ssa,0.5,,0
560,56004000,ARC4,0.92,,0,,0,eng,1,,0,,0,eur,1,,0,,0
560,56005000,ARC99,0.44,ARC4,0.18,ANI,0.13,zul,0.3,xho,0.24,nso,0.12,ssa,1,,0,,0
560,56005100,ARC99,0.49,ARC4,0.24,ATH,0.19,zul,1,,0,,0,ssa,1,,0,,0
560,56005200,ARC99,0.53,ANI,0.2,ARC4,0.19,xho,1,,0,,0,ssa,1,,0,,0
560,56005310,ARC99,0.62,ARC4,0.12,ANI,0.12,nso,1,,0,,0,ssa,1,,0,,0
560,56005320,ARC1,0.41,ARC99,0.21,ARC4,0.21,sot,1,,0,,0,ssa,1,,0,,0
560,56005400,ARC99,0.49,ANI,0.24,ARC4,0.16,tsn,1,,0,,0,ssa,1,,0,,0
560,56005500,ARC1,0.48,ANI,0.3,ARC99,0.14,tso,1,,0,,0,ssa,1,,0,,0
560,56005600,ARC1,0.38,ANI,0.25,ARC99,0.23,ssw,1,,0,,0,ssa,1,,0,,0
560,56005700,ANI,0.6,ARC4,0.2,ARC99,0.12,ven,1,,0,,0,ssa,1,,0,,0
560,56005800,ARC1,0.56,ANI,0.18,ARC4,0.16,nbl,1,,0,,0,ssa,1,,0,,0
560,56005900,ARC99,0.74,ANI,0.24,,0,naq,0.53,xuu,0.13,,0,ssa,1,,0,,0
565,56501000,ARC4,0.63,ARC99,0.09,,0,afr,1,,0,,0,ssa,1,,0,,0
565,56502000,ANI,0.6,ARC4,0.28,,0,sbs,1,,0,,0,ssa,1,,0,,0
565,56503000,ARC4,0.57,ARC1,0.19,ARC99,0.19,afr,1,,0,,0,ssa,1,,0,,0
565,56504000,ARC4,0.61,ARC1,0.17,,0,naq,1,,0,,0,ssa,1,,0,,0
565,56505000,ARC4,0.38,ARC99,0.34,,0,her,1,,0,,0,ssa,1,,0,,0
565,56506000,ARC1,0.49,ARC4,0.31,,0,kwn,1,,0,,0,ssa,1,,0,,0
565,56507000,ARC4,0.54,ARC1,0.27,,0,fwe,1,,0,,0,ssa,1,,0,,0
565,56508000,ARC4,0.61,ARC1,0.17,,0,naq,1,,0,,0,ssa,1,,0,,0
565,56509000,ARC4,0.73,ARC1,0.14,,0,ndo,1,,0,,0,ssa,1,,0,,0
565,56510000,ARC4,0.4,ANI,0.35,ARC1,0.08,naq,0.45,vaj,0.42,hgm,0.13,ssa,1,,0,,0
565,56511000,ARC4,0.74,,0,,0,afr,1,,0,,0,eur,1,,0,,0
565,56512000,ARC5,0.49,ANI,0.27,,0,dhm,1,,0,,0,ssa,1,,0,,0
571,57101000,ARC99,0.36,ANI,0.23,ARC99,0.11,tsn,1,,0,,0,ssa,1,,0,,0
571,57102000,ARC99,0.3,ARC4,0.28,ANI,0.25,kck,1,,0,,0,ssa,1,,0,,0
571,57103000,ANI,0.68,ARC4,0.12,ARC1,0.09,xkv,1,,0,,0,ssa,1,,0,,0
571,57104000,ARC99,0.56,ANI,0.2,ARC4,0.12,her,1,,0,,0,ssa,1,,0,,0
571,57105000,ARC4,0.92,,0,,0,afr,1,,0,,0,eur,1,,0,,0
571,57106000,ANI,0.8,ARC99,0.1,ARC4,0.1,yey,1,,0,,0,ssa,1,,0,,0
571,57107000,ANI,0.6,ARC1,0.2,ARC4,0.13,mhw,1,,0,,0,ssa,1,,0,,0
571,57108000,ANI,0.66,ARC99,0.17,ARC4,0.14,brl,1,,0,,0,ssa,1,,0,,0
571,57109000,ARC99,0.78,ANI,0.14,,0,two,1,,0,,0,ssa,1,,0,,0
571,57111000,ANI,0.9,,0,,0,hgm,1,,0,,0,ssa,1,,0,,0
580,58001000,ANI,0.56,ARC1,0.19,ARC4,0.16,bjq,0.22,skg,0.14,plt,0.13,ssa,0.6,oce,0.4,,0
580,58002000,ARC4,0.34,ARC1,0.31,ANI,0.17,plt,0.78,xmw,0.15,bhr,0.07,oce,0.6,ssa,0.4,,0
581,58101000,ARI1,0.99,,0,,0,wni,1,,0,,0,ssa,0.8,sas,0.2,,0
581,58102000,ARI1,1,,0,,0,wlc,1,,0,,0,ssa,0.8,sas,0.2,,0
581,58103000,ARI1,0.99,,0,,0,zdj,1,,0,,0,ssa,0.8,sas,0.2,,0
590,59001000,ERH,1,,0,,0,bho,0.53,mfe,0.25,tam,0.06,sas,1,,0,,0
590,59001100,ERH,1,,0,,0,hin,1,,0,,0,sas,1,,0,,0
590,59001200,ERH,0.99,,0,,0,mar,1,,0,,0,sas,1,,0,,0
590,59001300,ERH,0.87,,0,,0,tam,0.7,tel,0.3,,0,sas,1,,0,,0
590,59002000,ARI1,1,,0,,0,mfe,0.65,urd,0.19,bho,0.08,sas,0.67,eur,0.32,eas,0.01
590,59003000,ARC,1,,0,,0,mfe,1,,0,,0,ssa,0.5,eur,0.5,,0
590,59003100,ARC,1,,0,,0,mfe,1,,0,,0,ssa,0.5,eur,0.5,,0
590,59003200,ARC1,1,,0,,0,mfe,1,,0,,0,ssa,0.5,eur,0.5,,0
590,59004000,ARC1,0.73,ARC4,0.18,,0,mfe,1,,0,,0,eur,1,,0,,0
600,60001000,ARI1,0.99,,0,,0,shi,0.46,tzm,0.32,rif,0.22,men,1,,0,,0
600,60002000,ARI1,0.99,,0,,0,ary,1,,0,,0,men,1,,0,,0
600,60003000,ARI1,1,,0,,0,ary,1,,0,,0,men,1,,0,,0
615,61501000,ARI1,1,,0,,0,arq,1,,0,,0,men,1,,0,,0
615,61502000,ARI1,1,,0,,0,kab,0.56,tzm,0.25,rif,0.12,men,1,,0,,0
620,62001000,ARI1,0.98,,0,,0,ayl,1,,0,,0,men,1,,0,,0
620,62002000,ARI1,1,,0,,0,tuq,1,,0,,0,ssa,1,,0,,0
620,62004000,ARJ,1,,0,,0,yud,1,,0,,0,men,1,,0,,0
620,62005000,ARI1,1,,0,,0,ayl,1,,0,,0,men,1,,0,,0
620,62006000,ARI1,1,,0,,0,thv,1,,0,,0,men,1,,0,,0
625,62501000,ARC4,0.95,,0,,0,zne,1,,0,,0,ssa,1,,0,,0
625,62502000,ARC1,0.35,ARC4,0.35,ANI,0.3,bfa,1,,0,,0,ssa,1,,0,,0
625,62503000,ARI1,0.95,,0,,0,bej,1,,0,,0,ssa,1,,0,,0
625,62504000,ANI,0.99,,0,,0,dik,0.59,dks,0.21,dip,0.19,ssa,1,,0,,0
625,62505000,ARI1,0.99,,0,,0,fvr,1,,0,,0,ssa,1,,0,,0
625,62506000,ANI,0.95,,0,,0,lot,1,,0,,0,ssa,1,,0,,0
625,62507000,ARC,0.7,,0,,0,otr,1,,0,,0,ssa,1,,0,,0
625,62508000,ANI,0.95,,0,,0,nus,1,,0,,0,ssa,1,,0,,0
625,62509000,ARI1,0.95,,0,,0,apd,1,,0,,0,men,1,,0,,0
625,62510000,ARI1,0.95,,0,,0,hau,0.19,knc,0.09,kzh,0.07,men,0.6,ssa,0.4,,0
625,62511000,ANI,0.9,ARC1,0.1,,0,toq,0.09,lwo,0.07,mqu,0.07,ssa,1,,0,,0
625,62512000,ARI1,0.96,,0,,0,apd,1,,0,,0,men,1,,0,,0
625,62513000,ANI,0.95,,0,,0,shk,1,,0,,0,ssa,1,,0,,0
625,62514000,ARI1,0.95,,0,,0,mls,1,,0,,0,ssa,1,,0,,0
625,62515000,ARI1,0.95,,0,,0,zag,0.65,apd,0.35,,0,ssa,1,,0,,0
625,62516000,ARI1,0.95,,0,,0,apd,1,,0,,0,men,1,,0,,0
626,62601000,ARC1,0.55,ARC5,0.2,ANI1,0.15,zne,1,,0,,0,ssa,1,,0,,0
626,62602000,ARC1,0.71,ARC5,0.11,,0,bfa,1,,0,,0,ssa,1,,0,,0
626,62604000,ARC1,0.52,ANI1,0.18,ARC4,0.13,dik,0.59,dip,0.17,dib,0.15,ssa,1,,0,,0
626,62608000,ANI1,0.7,ARC4,0.2,,0,nus,1,,0,,0,ssa,1,,0,,0
626,62613000,ANI1,0.55,ARC4,0.36,,0,shk,1,,0,,0,ssa,1,,0,,0
626,62617000,ANI1,0.9,ARC,0.1,,0,mur,1,,0,,0,ssa,1,,0,,0
626,62618000,ARC1,0.41,ARC4,0.23,ARC5,0.18,tog,1,,0,,0,ssa,1,,0,,0
626,62619000,ANI1,0.85,ARC4,0.12,,0,anu,1,,0,,0,ssa,1,,0,,0
626,62620000,ARC1,0.3,ANI1,0.25,ARC4,0.23,mqu,1,,0,,0,ssa,1,,0,,0
626,62621000,ANI1,0.82,ARC,0.18,,0,did,1,,0,,0,ssa,1,,0,,0
630,63001000,ARI2,0.9,ARI1,0.1,,0,acm,1,,0,,0,men,1,,0,,0
630,63002000,ARC3F,0.85,,0,,0,hye,1,,0,,0,men,1,,0,,0
630,63003000,ARC3D,1,,0,,0,aii,1,,0,,0,men,1,,0,,0
630,63004000,ARI2,0.99,,0,,0,azb,1,,0,,0,men,1,,0,,0
630,63005000,BAH,1,,0,,0,pes,1,,0,,0,men,1,,0,,0
630,63006000,ARI1,0.99,,0,,0,bgn,0.55,bcc,0.45,,0,sas,1,,0,,0
630,63007000,ARJ,1,,0,,0,jpr,1,,0,,0,eur,1,,0,,0
630,63008000,ARI1,0.66,ARI2,0.27,,0,sdh,0.78,ckb,0.12,kmr,0.11,men,1,,0,,0
630,63009000,ARI2,0.98,,0,,0,pes,1,,0,,0,men,1,,0,,0
630,63010000,ARI1,0.99,,0,,0,tuk,1,,0,,0,eas,0.5,eur,0.5,,0
630,63012000,ZOR,1,,0,,0,pes,1,,0,,0,men,1,,0,,0
640,64001000,ARI1,0.95,,0,,0,kmr,0.58,tur,0.42,,0,men,1,,0,,0
640,64002000,ARI1,0.97,,0,,0,tur,1,,0,,0,men,1,,0,,0
640,64003000,ARI1,0.96,,0,,0,rmn,1,,0,,0,eur,0.5,sas,0.5,,0
645,64501000,ARI1,0.99,,0,,0,kmr,0.85,ckb,0.15,,0,men,1,,0,,0
645,64502000,ARI2,0.99,,0,,0,acm,1,,0,,0,men,1,,0,,0
645,64503000,ARI1,0.99,,0,,0,acm,1,,0,,0,men,1,,0,,0
645,64504000,ARC3D,0.855,,0,,0,aii,1,,0,,0,eur,1,,0,,0
645,64505000,ARI1,0.6,ARI2,0.4,,0,tuk,1,,0,,0,eur,1,,0,,0
651,65101000,ARI1,0.85,ARC3,0.11,,0,arz,0.67,aec,0.27,apd,0.06,men,0.94,ssa,0.06,,0
651,65102000,ARC3A,1,,0,,0,arz,1,,0,,0,men,1,,0,,0
651,65103000,ARJ,0.91,,0,,0,arz,1,,0,,0,men,1,,0,,0
652,65201000,ARI2B5,1,,0,,0,apc,1,,0,,0,men,1,,0,,0
652,65202000,ARI1,0.92,,0,,0,apc,1,,0,,0,men,1,,0,,0
652,65203000,ARI2B3,1,,0,,0,apc,1,,0,,0,men,1,,0,,0
652,65204000,ARC3D,0.69,ARC99,0.16,ARC4,0.08,hye,0.36,aii,0.21,tru,0.14,men,1,,0,,0
652,65206000,ARI1,0.99,,0,,0,kmr,1,,0,,0,men,1,,0,,0
660,66001000,ARC3F,0.83,,0,,0,hye,1,,0,,0,men,1,,0,,0
660,66002000,ARI2B5,0.85,,0,,0,apc,1,,0,,0,men,1,,0,,0
660,66003000,ARC2A,0.85,,0,,0,ell,1,,0,,0,men,1,,0,,0
660,66004000,ARC99,0.99,,0,,0,ell,1,,0,,0,men,1,,0,,0
660,66005000,ARC1,0.99,,0,,0,apc,1,,0,,0,men,1,,0,,0
660,66006000,ARC1,0.94,,0,,0,hye,1,,0,,0,men,1,,0,,0
660,66007000,ARI1,0.57,ARC1,0.25,ARC3,0.114,apc,1,,0,,0,men,1,,0,,0
