Outcome,OutcomeCategory,Stat,Dem6+e_peaveduc,Dem6+e_peaveduc/Dem6,Dem6+e_peaveduc/e_peaveduc,Dem6+g_res_norm,Dem6+g_res_norm/Dem6,Dem6+g_res_norm/g_res_norm,Dem6+l_res_norm,Dem6+l_res_norm/Dem6,Dem6+l_res_norm/l_res_norm,Dem6+ln_pwd_a,Dem6+ln_pwd_a/Dem6,Dem6+ln_pwd_a/ln_pwd_a,Dem6+ln_pwd_g,Dem6+ln_pwd_g/Dem6,Dem6+ln_pwd_g/ln_pwd_g,Dem6+ln_pwd_m,Dem6+ln_pwd_m/Dem6,Dem6+ln_pwd_m/ln_pwd_m,Dem6+p_res_norm,Dem6+p_res_norm/Dem6,Dem6+p_res_norm/p_res_norm,Dem6+r_res_norm,Dem6+r_res_norm/Dem6,Dem6+r_res_norm/r_res_norm,Dem6+wb_urbpop,Dem6+wb_urbpop/Dem6,Dem6+wb_urbpop/wb_urbpop,Przeworski+e_peaveduc,Przeworski+e_peaveduc/Przeworski,Przeworski+e_peaveduc/e_peaveduc,Przeworski+g_res_norm,Przeworski+g_res_norm/Przeworski,Przeworski+g_res_norm/g_res_norm,Przeworski+l_res_norm,Przeworski+l_res_norm/Przeworski,Przeworski+l_res_norm/l_res_norm,Przeworski+ln_pwd_a,Przeworski+ln_pwd_a/Przeworski,Przeworski+ln_pwd_a/ln_pwd_a,Przeworski+ln_pwd_g,Przeworski+ln_pwd_g/Przeworski,Przeworski+ln_pwd_g/ln_pwd_g,Przeworski+ln_pwd_m,Przeworski+ln_pwd_m/Przeworski,Przeworski+ln_pwd_m/ln_pwd_m,Przeworski+p_res_norm,Przeworski+p_res_norm/Przeworski,Przeworski+p_res_norm/p_res_norm,Przeworski+r_res_norm,Przeworski+r_res_norm/Przeworski,Przeworski+r_res_norm/r_res_norm,Przeworski+wb_urbpop,Przeworski+wb_urbpop/Przeworski,Przeworski+wb_urbpop/wb_urbpop,W4+e_peaveduc,W4+e_peaveduc/W4,W4+e_peaveduc/e_peaveduc,W4+g_res_norm,W4+g_res_norm/W4,W4+g_res_norm/g_res_norm,W4+l_res_norm,W4+l_res_norm/W4,W4+l_res_norm/l_res_norm,W4+ln_pwd_a,W4+ln_pwd_a/W4,W4+ln_pwd_a/ln_pwd_a,W4+ln_pwd_g,W4+ln_pwd_g/W4,W4+ln_pwd_g/ln_pwd_g,W4+ln_pwd_m,W4+ln_pwd_m/W4,W4+ln_pwd_m/ln_pwd_m,W4+p_res_norm,W4+p_res_norm/W4,W4+p_res_norm/p_res_norm,W4+r_res_norm,W4+r_res_norm/W4,W4+r_res_norm/r_res_norm,W4+wb_urbpop,W4+wb_urbpop/W4,W4+wb_urbpop/wb_urbpop,W_old+e_peaveduc,W_old+e_peaveduc/W_old,W_old+e_peaveduc/e_peaveduc,W_old+g_res_norm,W_old+g_res_norm/W_old,W_old+g_res_norm/g_res_norm,W_old+l_res_norm,W_old+l_res_norm/W_old,W_old+l_res_norm/l_res_norm,W_old+ln_pwd_a,W_old+ln_pwd_a/W_old,W_old+ln_pwd_a/ln_pwd_a,W_old+ln_pwd_g,W_old+ln_pwd_g/W_old,W_old+ln_pwd_g/ln_pwd_g,W_old+ln_pwd_m,W_old+ln_pwd_m/W_old,W_old+ln_pwd_m/ln_pwd_m,W_old+p_res_norm,W_old+p_res_norm/W_old,W_old+p_res_norm/p_res_norm,W_old+r_res_norm,W_old+r_res_norm/W_old,W_old+r_res_norm/r_res_norm,W_old+wb_urbpop,W_old+wb_urbpop/W_old,W_old+wb_urbpop/wb_urbpop,e_boix_regime+e_peaveduc,e_boix_regime+e_peaveduc/e_boix_regime,e_boix_regime+e_peaveduc/e_peaveduc,e_boix_regime+g_res_norm,e_boix_regime+g_res_norm/e_boix_regime,e_boix_regime+g_res_norm/g_res_norm,e_boix_regime+l_res_norm,e_boix_regime+l_res_norm/e_boix_regime,e_boix_regime+l_res_norm/l_res_norm,e_boix_regime+ln_pwd_a,e_boix_regime+ln_pwd_a/e_boix_regime,e_boix_regime+ln_pwd_a/ln_pwd_a,e_boix_regime+ln_pwd_g,e_boix_regime+ln_pwd_g/e_boix_regime,e_boix_regime+ln_pwd_g/ln_pwd_g,e_boix_regime+ln_pwd_m,e_boix_regime+ln_pwd_m/e_boix_regime,e_boix_regime+ln_pwd_m/ln_pwd_m,e_boix_regime+p_res_norm,e_boix_regime+p_res_norm/e_boix_regime,e_boix_regime+p_res_norm/p_res_norm,e_boix_regime+r_res_norm,e_boix_regime+r_res_norm/e_boix_regime,e_boix_regime+r_res_norm/r_res_norm,e_boix_regime+wb_urbpop,e_boix_regime+wb_urbpop/e_boix_regime,e_boix_regime+wb_urbpop/wb_urbpop,gwf_party+e_peaveduc,gwf_party+e_peaveduc/e_peaveduc,gwf_party+e_peaveduc/gwf_party,gwf_party+g_res_norm,gwf_party+g_res_norm/g_res_norm,gwf_party+g_res_norm/gwf_party,gwf_party+l_res_norm,gwf_party+l_res_norm/gwf_party,gwf_party+l_res_norm/l_res_norm,gwf_party+ln_pwd_a,gwf_party+ln_pwd_a/gwf_party,gwf_party+ln_pwd_a/ln_pwd_a,gwf_party+ln_pwd_g,gwf_party+ln_pwd_g/gwf_party,gwf_party+ln_pwd_g/ln_pwd_g,gwf_party+ln_pwd_m,gwf_party+ln_pwd_m/gwf_party,gwf_party+ln_pwd_m/ln_pwd_m,gwf_party+p_res_norm,gwf_party+p_res_norm/gwf_party,gwf_party+p_res_norm/p_res_norm,gwf_party+r_res_norm,gwf_party+r_res_norm/gwf_party,gwf_party+r_res_norm/r_res_norm,gwf_party+wb_urbpop,gwf_party+wb_urbpop/gwf_party,gwf_party+wb_urbpop/wb_urbpop,normpolity+e_peaveduc,normpolity+e_peaveduc/e_peaveduc,normpolity+e_peaveduc/normpolity,normpolity+g_res_norm,normpolity+g_res_norm/g_res_norm,normpolity+g_res_norm/normpolity,normpolity+l_res_norm,normpolity+l_res_norm/l_res_norm,normpolity+l_res_norm/normpolity,normpolity+ln_pwd_a,normpolity+ln_pwd_a/ln_pwd_a,normpolity+ln_pwd_a/normpolity,normpolity+ln_pwd_g,normpolity+ln_pwd_g/ln_pwd_g,normpolity+ln_pwd_g/normpolity,normpolity+ln_pwd_m,normpolity+ln_pwd_m/ln_pwd_m,normpolity+ln_pwd_m/normpolity,normpolity+p_res_norm,normpolity+p_res_norm/normpolity,normpolity+p_res_norm/p_res_norm,normpolity+r_res_norm,normpolity+r_res_norm/normpolity,normpolity+r_res_norm/r_res_norm,normpolity+wb_urbpop,normpolity+wb_urbpop/normpolity,normpolity+wb_urbpop/wb_urbpop,support+e_peaveduc,support+e_peaveduc/e_peaveduc,support+e_peaveduc/support,support+g_res_norm,support+g_res_norm/g_res_norm,support+g_res_norm/support,support+l_res_norm,support+l_res_norm/l_res_norm,support+l_res_norm/support,support+ln_pwd_a,support+ln_pwd_a/ln_pwd_a,support+ln_pwd_a/support,support+ln_pwd_g,support+ln_pwd_g/ln_pwd_g,support+ln_pwd_g/support,support+ln_pwd_m,support+ln_pwd_m/ln_pwd_m,support+ln_pwd_m/support,support+p_res_norm,support+p_res_norm/p_res_norm,support+p_res_norm/support,support+r_res_norm,support+r_res_norm/r_res_norm,support+r_res_norm/support,support+wb_urbpop,support+wb_urbpop/support,support+wb_urbpop/wb_urbpop
FreeMovement,Freedoms,loglike,5484.59,5484.52,4644.03,6749.11,6743.28,5959.23,6835.37,6743.28,5999.54,4918.55,4909.0,5409.91,4911.07,4909.0,5399.74,4919.36,4909.0,5406.57,6747.11,6743.28,5986.87,6756.7,6743.28,5962.37,6662.93,6624.3,5607.62,4427.72,4424.93,4644.03,5479.75,5467.94,5959.23,5507.07,5467.94,5999.54,2894.66,2859.91,5409.91,2865.4,2859.91,5399.74,2860.47,2859.91,5406.57,5478.83,5467.94,5986.87,5477.61,5467.94,5962.37,5509.99,5492.78,5607.62,5686.95,5682.79,4644.03,7277.46,7267.04,5959.23,7295.16,7267.04,5999.54,5542.64,5530.81,5409.91,5531.45,5530.81,5399.74,5536.17,5530.81,5406.57,7277.47,7267.04,5986.87,7275.78,7267.04,5962.37,6785.65,6771.12,5607.62,4955.58,4953.36,4644.03,6362.81,6345.9,5959.23,6392.61,6345.9,5999.54,5464.82,5451.37,5409.91,5454.39,5451.37,5399.74,5462.6,5451.37,5406.57,6380.83,6345.9,5986.87,6365.46,6345.9,5962.37,5991.07,5937.75,5607.62,5188.6,5188.56,4644.03,6360.01,6349.76,5959.23,6372.17,6349.76,5999.54,4747.77,4729.3,5409.91,4732.16,4729.3,5399.74,4731.27,4729.3,5406.57,6370.52,6349.76,5986.87,6360.48,6349.76,5962.37,6421.94,6388.95,5607.62,3815.04,4644.03,3814.8,4326.11,5959.23,4315.56,4352.94,4315.56,5999.54,3079.29,3026.28,5409.91,3038.4,3026.28,5399.74,3026.33,3026.28,5406.57,4341.09,4315.56,5986.87,4329.52,4315.56,5962.37,4284.77,4267.25,5607.62,5525.27,4644.03,5522.65,6898.65,5959.23,6897.77,6982.89,5999.54,6897.77,4974.12,5409.91,4962.45,4965.87,5399.74,4962.45,4973.16,5406.57,4962.45,6903.27,6897.77,5986.87,6911.24,6897.77,5962.37,6819.33,6796.46,5607.62,5399.75,4644.03,5398.69,6379.98,5959.23,6363.36,6380.67,5999.54,6363.36,5407.58,5409.91,5397.97,5399.99,5399.74,5397.97,5409.62,5406.57,5397.97,6396.04,5986.87,6363.36,6374.67,5962.37,6363.36,6294.3,6245.87,5607.62
PolRights,Freedoms,betaw,2.29,2.28,,2.33,2.33,,2.29,2.33,,1.22,1.22,,1.22,1.22,,1.22,1.22,,2.32,2.33,,2.32,2.33,,2.3,2.3,,2.63,2.64,,2.72,2.72,,2.7,2.72,,1.55,1.55,,1.55,1.55,,1.55,1.55,,2.7,2.72,,2.71,2.72,,2.72,2.71,,6.93,6.95,,6.75,6.74,,6.66,6.74,,6.33,6.34,,6.32,6.34,,6.3,6.34,,6.76,6.74,,6.73,6.74,,6.81,6.77,,3.97,3.98,,3.97,3.98,,3.92,3.98,,1.89,1.88,,1.91,1.88,,1.91,1.88,,3.96,3.98,,3.97,3.98,,3.93,3.92,,2.7,2.7,,2.77,2.77,,2.74,2.77,,1.51,1.51,,1.51,1.51,,1.51,1.51,,2.76,2.77,,2.77,2.77,,2.75,2.76,,-0.94,,-0.94,-0.98,,-0.98,-0.94,-0.98,,-1.2,-1.2,,-1.2,-1.2,,-1.21,-1.2,,-0.99,-0.98,,-0.99,-0.98,,-1.02,-1.02,,4.54,,4.54,4.51,,4.5,4.44,,4.5,3.69,,3.69,3.7,,3.69,3.7,,3.69,4.5,4.5,,4.5,4.5,,4.49,4.48,,6.38,,6.4,5.64,,5.64,5.4,,5.64,4.09,,4.12,4.12,,4.12,4.19,,4.12,5.6,,5.64,5.61,,5.64,5.67,5.67,
PolRights,Freedoms,betap,-0.24,,-0.2,-0.07,,0.5,-2.72,,-3.42,0.16,,1.68,2.41,,3.65,2.68,,3.01,0.18,,1.21,-0.91,,-1.55,0.0,,0.01,-0.2,,-0.2,0.05,,0.5,-2.03,,-3.42,-2.6,,1.68,-0.6,,3.65,1.82,,3.01,0.89,,1.21,-0.72,,-1.55,-0.0,,0.01,-0.12,,-0.2,-0.48,,0.5,-2.17,,-3.42,1.51,,1.68,2.56,,3.65,1.91,,3.01,-0.16,,1.21,-0.53,,-1.55,-0.01,,0.01,-0.16,,-0.2,0.37,,0.5,-2.55,,-3.42,2.05,,1.68,5.06,,3.65,3.78,,3.01,0.71,,1.21,-1.49,,-1.55,0.01,,0.01,-0.23,,-0.2,-0.2,,0.5,-1.62,,-3.42,-0.09,,1.68,3.21,,3.65,2.99,,3.01,0.51,,1.21,-0.51,,-1.55,0.01,,0.01,-0.26,-0.2,,0.35,0.5,,-2.88,,-3.42,-0.72,,1.68,1.93,,3.65,1.47,,3.01,1.3,,1.21,-1.48,,-1.55,0.0,,0.01,-0.19,-0.2,,-0.72,0.5,,-2.22,-3.42,,0.61,1.68,,3.43,3.65,,2.7,3.01,,-0.07,,1.21,-0.16,,-1.55,-0.01,,0.01,-0.19,-0.2,,0.58,0.5,,-2.13,-3.42,,1.11,1.68,,3.63,3.65,,3.42,3.01,,0.74,1.21,,-0.91,-1.55,,0.01,,0.01
PolRights,Freedoms,tstatw,13.81,13.68,,15.19,15.17,,15.17,15.17,,6.18,6.21,,6.19,6.21,,6.25,6.21,,15.26,15.17,,15.04,15.17,,15.02,15.03,,13.47,13.34,,15.17,15.18,,15.07,15.18,,6.88,6.93,,6.89,6.93,,6.93,6.93,,15.14,15.18,,14.99,15.18,,14.82,15.04,,19.86,19.82,,21.73,21.66,,21.58,21.66,,8.41,8.44,,8.42,8.44,,8.52,8.44,,22.09,21.66,,21.47,21.66,,21.73,21.61,,16.84,16.66,,18.48,18.43,,18.39,18.43,,7.68,7.62,,7.8,7.62,,7.68,7.62,,18.24,18.43,,18.39,18.43,,17.97,17.93,,17.17,16.93,,18.89,18.9,,18.56,18.9,,7.9,8.0,,7.86,8.0,,7.93,8.0,,18.94,18.9,,18.72,18.9,,18.73,18.79,,-3.05,,-3.08,-3.58,,-3.59,-3.5,-3.59,,-3.43,-3.45,,-3.47,-3.45,,-3.46,-3.45,,-3.63,-3.59,,-3.67,-3.59,,-3.69,-3.67,,21.68,,21.71,24.01,,23.84,23.63,,23.84,8.65,,8.68,8.74,,8.68,8.81,,8.68,23.93,23.84,,23.58,23.84,,23.78,23.75,,9.68,,9.7,9.98,,9.97,9.72,,9.97,6.29,,6.47,6.41,,6.47,6.48,,6.47,9.87,,9.97,9.94,,9.97,10.05,10.07,
PolRights,Freedoms,tstatp,-2.76,,-1.63,-0.07,,0.28,-5.16,,-3.8,0.13,,0.96,1.08,,1.26,1.52,,1.54,0.34,,1.92,-0.73,,-1.33,0.36,,0.79,-2.1,,-1.63,0.05,,0.28,-2.11,,-3.8,-0.79,,0.96,-0.12,,1.26,0.54,,1.54,1.75,,1.92,-0.57,,-1.33,-0.43,,0.79,-1.5,,-1.63,-0.51,,0.28,-3.48,,-3.8,1.27,,0.96,1.25,,1.26,1.54,,1.54,-0.4,,1.92,-0.58,,-1.33,-1.08,,0.79,-1.84,,-1.63,0.34,,0.28,-2.6,,-3.8,1.38,,0.96,1.89,,1.26,2.04,,1.54,1.43,,1.92,-1.46,,-1.33,1.41,,0.79,-3.08,,-1.63,-0.24,,0.28,-3.66,,-3.8,-0.06,,0.96,1.19,,1.26,1.33,,1.54,1.22,,1.92,-0.5,,-1.33,0.76,,0.79,-1.82,-1.63,,0.21,0.28,,-4.29,,-3.8,-0.22,,0.96,0.38,,1.26,0.41,,1.54,1.73,,1.92,-0.8,,-1.33,0.14,,0.79,-2.65,-1.63,,-0.77,0.28,,-2.79,-3.8,,0.55,0.96,,1.53,1.26,,1.71,1.54,,-0.2,,1.92,-0.16,,-1.33,-1.49,,0.79,-1.69,-1.63,,0.42,0.28,,-2.67,-3.8,,0.79,0.96,,1.37,1.26,,1.86,1.54,,1.27,1.92,,-0.85,-1.33,,1.03,,0.79
PolRights,Freedoms,AIC,13419.03,13502.35,17103.12,16851.99,16850.03,21467.52,16675.28,16850.03,21271.34,4619.65,4617.69,6002.17,4612.91,4617.69,5993.85,4601.91,4617.69,5985.75,16850.61,16850.03,21418.79,16841.24,16850.03,21441.52,16619.13,16618.28,21640.65,10832.9,10868.83,17103.12,13358.94,13356.94,21467.52,13281.78,13356.94,21271.34,1588.98,1589.19,6002.17,1591.18,1589.19,5993.85,1590.33,1589.19,5985.75,13327.05,13356.94,21418.79,13353.65,13356.94,21441.52,13510.79,13510.49,21640.65,12877.51,12904.63,17103.12,16325.07,16327.58,21467.52,16169.3,16327.58,21271.34,4895.4,4901.33,6002.17,4892.82,4901.33,5993.85,4890.21,4901.33,5985.75,16327.92,16327.58,21418.79,16322.92,16327.58,21441.52,16581.51,16596.09,21640.65,14286.14,14324.14,17103.12,18018.37,18018.49,21467.52,17845.16,18018.49,21271.34,5517.26,5527.48,6002.17,5495.29,5527.48,5993.85,5486.65,5527.48,5985.75,17992.61,18018.49,21418.79,17978.13,18018.49,21441.52,18375.87,18398.51,21640.65,11995.13,12080.08,17103.12,15106.33,15104.99,21467.52,15031.95,15104.99,21271.34,3817.87,3815.85,6002.17,3809.98,3815.85,5993.85,3804.09,3815.85,5985.75,15091.67,15104.99,21418.79,15102.86,15104.99,21441.52,15296.34,15299.05,21640.65,12680.73,17103.12,12724.31,14705.39,21467.52,14704.24,14601.76,14704.24,21271.34,2087.05,2085.23,6002.17,2086.7,2085.23,5993.85,2086.64,2085.23,5985.75,14666.75,14704.24,21418.79,14690.96,14704.24,21441.52,14608.22,14606.42,21640.65,11521.85,17103.12,11595.47,14507.97,21467.52,14516.17,14353.14,21271.34,14516.17,4071.21,6002.17,4070.35,4055.84,5993.85,4070.35,4050.7,5985.75,4070.35,14517.87,14516.17,21418.79,14517.71,14516.17,21441.52,14247.96,14268.32,21640.65,15499.95,17103.12,15538.42,19822.64,21467.52,19824.52,19738.91,21271.34,19824.52,5560.19,6002.17,5561.63,5546.82,5993.85,5561.63,5530.19,5985.75,5561.63,19805.36,21418.79,19824.52,19814.7,21441.52,19824.52,19990.82,20003.06,21640.65
PolRights,Freedoms,BIC,13748.51,13825.25,17435.67,17192.45,17183.7,21811.84,17015.75,17183.7,21615.66,4757.26,4749.33,6142.79,4750.52,4749.33,6134.46,4739.52,4749.33,6126.37,17191.07,17183.7,21763.11,17181.71,17183.7,21785.84,16958.94,16951.31,21985.27,11087.57,11117.14,17435.67,13622.77,13614.19,21811.84,13545.6,13614.19,21615.66,1657.93,1652.84,6142.79,1660.12,1652.84,6134.46,1659.27,1652.84,6126.37,13590.88,13614.19,21763.11,13617.47,13614.19,21785.84,13774.81,13767.92,21985.27,13216.7,13237.18,17435.67,16676.27,16671.9,21811.84,16520.5,16671.9,21615.66,5042.12,5041.95,6142.79,5039.53,5041.95,6134.46,5036.92,5041.95,6126.37,16679.12,16671.9,21763.11,16674.12,16671.9,21785.84,16933.02,16940.71,21985.27,14625.33,14656.69,17435.67,18369.56,18362.81,21811.84,18196.35,18362.81,21615.66,5663.98,5668.1,6142.79,5642.01,5668.1,6134.46,5633.37,5668.1,6126.37,18343.8,18362.81,21763.11,18329.33,18362.81,21785.84,18727.37,18743.13,21985.27,12303.27,12381.67,17435.67,15425.4,15417.29,21811.84,15351.02,15417.29,21615.66,3935.54,3927.65,6142.79,3927.65,3927.65,6134.46,3921.76,3927.65,6126.37,15410.74,15417.29,21763.11,15421.93,15417.29,21785.84,15615.64,15611.57,21985.27,12947.75,17435.67,12984.99,14979.23,21811.84,14971.58,14875.59,14971.58,21615.66,2167.43,2160.27,6142.79,2167.09,2160.27,6134.46,2167.02,2160.27,6126.37,14940.59,14971.58,21763.11,14964.8,14971.58,21785.84,14881.74,14873.44,21985.27,11851.33,17435.67,11918.37,14848.44,21811.84,14849.84,14693.61,21615.66,14849.84,4208.81,6142.79,4201.99,4193.44,6134.46,4201.99,4188.3,6126.37,4201.99,14858.33,14849.84,21763.11,14858.18,14849.84,21785.84,14587.77,14601.35,21985.27,15838.23,17435.67,15870.08,20173.05,21811.84,20168.07,20089.32,21615.66,20168.07,5706.56,6142.79,5701.92,5693.19,6134.46,5701.92,5676.56,6126.37,5701.92,20155.77,21763.11,20168.07,20165.12,21785.84,20168.07,20341.53,20346.92,21985.27
PolRights,Freedoms,loglike,-6659.04,-6701.72,-8501.12,-8375.62,-8375.65,-10683.41,-8287.26,-8375.65,-10585.32,-2286.64,-2286.68,-2977.92,-2283.27,-2286.68,-2973.76,-2277.77,-2286.68,-2969.71,-8374.93,-8375.65,-10659.04,-8370.24,-8375.65,-10670.41,-8259.18,-8259.77,-10769.98,-5376.07,-5395.05,-8501.12,-6639.17,-6639.19,-10683.41,-6600.59,-6639.19,-10585.32,-781.37,-782.49,-2977.92,-782.47,-782.49,-2973.76,-782.04,-782.49,-2969.71,-6623.23,-6639.19,-10659.04,-6636.52,-6639.19,-10670.41,-6715.1,-6715.96,-10769.98,-6387.3,-6401.87,-8501.12,-8111.17,-8113.44,-10683.41,-8033.29,-8113.44,-10585.32,-2423.52,-2427.5,-2977.92,-2422.23,-2427.5,-2973.76,-2420.93,-2427.5,-2969.71,-8112.6,-8113.44,-10659.04,-8110.1,-8113.44,-10670.41,-8239.4,-8247.7,-10769.98,-7091.61,-7111.63,-8501.12,-8957.82,-8958.9,-10683.41,-8871.22,-8958.9,-10585.32,-2734.45,-2740.58,-2977.92,-2723.47,-2740.58,-2973.76,-2719.15,-2740.58,-2969.71,-8944.94,-8958.9,-10659.04,-8937.7,-8958.9,-10670.41,-9136.57,-9148.91,-10769.98,-5950.14,-5993.63,-8501.12,-7505.83,-7506.17,-10683.41,-7468.63,-7506.17,-10585.32,-1888.78,-1888.78,-2977.92,-1884.83,-1888.78,-2973.76,-1881.89,-1888.78,-2969.71,-7498.49,-7506.17,-10659.04,-7504.09,-7506.17,-10670.41,-7600.83,-7603.2,-10769.98,-6297.95,-8501.12,-6320.75,-7310.34,-10683.41,-7310.78,-7258.52,-7310.78,-10585.32,-1028.37,-1028.48,-2977.92,-1028.2,-1028.48,-2973.76,-1028.17,-1028.48,-2969.71,-7291.02,-7310.78,-10659.04,-7303.12,-7310.78,-10670.41,-7261.75,-7261.87,-10769.98,-5710.46,-8501.12,-5748.28,-7203.61,-10683.41,-7208.72,-7126.19,-10585.32,-7208.72,-2012.42,-2977.92,-2013.01,-2004.73,-2973.76,-2013.01,-2002.16,-2969.71,-2013.01,-7208.56,-7208.72,-10659.04,-7208.48,-7208.72,-10670.41,-7073.6,-7084.79,-10769.98,-7698.51,-8501.12,-7718.76,-9859.95,-10683.41,-9861.9,-9818.09,-10585.32,-9861.9,-2755.92,-2977.92,-2757.65,-2749.23,-2973.76,-2757.65,-2740.91,-2969.71,-2757.65,-9851.31,-10659.04,-9861.9,-9855.98,-10670.41,-9861.9,-9944.04,-9951.18,-10769.98
PropertyRights,Freedoms,betaw,0.12,0.12,,0.13,0.14,,0.13,0.14,,0.03,0.03,,0.03,0.03,,0.03,0.03,,0.13,0.14,,0.13,0.14,,0.13,0.13,,0.11,0.11,,0.13,0.13,,0.13,0.13,,0.02,0.03,,0.02,0.03,,0.02,0.03,,0.13,0.13,,0.13,0.13,,0.13,0.13,,0.48,0.48,,0.48,0.48,,0.48,0.48,,0.19,0.19,,0.19,0.19,,0.19,0.19,,0.48,0.48,,0.48,0.48,,0.48,0.48,,0.15,0.15,,0.15,0.15,,0.15,0.15,,0.05,0.05,,0.05,0.05,,0.05,0.05,,0.15,0.15,,0.15,0.15,,0.15,0.15,,0.12,0.12,,0.13,0.14,,0.13,0.14,,0.02,0.02,,0.02,0.02,,0.02,0.02,,0.13,0.14,,0.13,0.14,,0.14,0.14,,-0.14,,-0.14,-0.15,,-0.15,-0.15,-0.15,,-0.12,-0.12,,-0.12,-0.12,,-0.12,-0.12,,-0.15,-0.15,,-0.15,-0.15,,-0.14,-0.15,,0.23,,0.23,0.25,,0.25,0.25,,0.25,0.1,,0.1,0.1,,0.1,0.1,,0.1,0.25,0.25,,0.25,0.25,,0.25,0.25,,0.42,,0.42,0.29,,0.29,0.27,,0.29,0.12,,0.12,0.12,,0.12,0.12,,0.12,0.28,,0.29,0.28,,0.29,0.34,0.35,
PropertyRights,Freedoms,betap,-0.0,,-0.01,0.13,,0.21,-0.34,,-0.23,0.03,,-0.02,-0.21,,-0.31,-0.11,,-0.17,0.09,,0.18,-0.26,,-0.22,0.0,,0.0,-0.0,,-0.01,0.17,,0.21,-0.17,,-0.23,0.68,,-0.02,0.1,,-0.31,-0.4,,-0.17,0.11,,0.18,-0.18,,-0.22,0.0,,0.0,-0.01,,-0.01,0.16,,0.21,-0.14,,-0.23,-0.02,,-0.02,-0.34,,-0.31,-0.2,,-0.17,0.09,,0.18,-0.15,,-0.22,0.0,,0.0,-0.01,,-0.01,0.2,,0.21,-0.21,,-0.23,-0.01,,-0.02,-0.27,,-0.31,-0.15,,-0.17,0.16,,0.18,-0.21,,-0.22,0.0,,0.0,-0.0,,-0.01,0.17,,0.21,-0.15,,-0.23,0.09,,-0.02,-0.15,,-0.31,-0.15,,-0.17,0.13,,0.18,-0.2,,-0.22,0.0,,0.0,-0.01,-0.01,,0.15,0.21,,-0.17,,-0.23,0.63,,-0.02,0.5,,-0.31,-0.09,,-0.17,0.15,,0.18,-0.23,,-0.22,0.0,,0.0,0.0,-0.01,,0.09,0.21,,-0.32,-0.23,,0.04,-0.02,,-0.18,-0.31,,-0.1,-0.17,,0.08,,0.18,-0.25,,-0.22,0.0,,0.0,-0.01,-0.01,,0.2,0.21,,-0.17,-0.23,,-0.02,-0.02,,-0.32,-0.31,,-0.17,-0.17,,0.16,0.18,,-0.19,-0.22,,0.0,,0.0
PropertyRights,Freedoms,tstatw,5.62,5.59,,6.11,6.04,,6.06,6.04,,2.34,2.34,,2.35,2.34,,2.36,2.34,,5.93,6.04,,5.97,6.04,,5.97,5.97,,4.19,4.21,,4.66,4.65,,4.69,4.65,,1.25,1.27,,1.28,1.27,,1.26,1.27,,4.54,4.65,,4.63,4.65,,4.67,4.73,,7.48,7.5,,7.4,7.32,,7.18,7.32,,2.53,2.53,,2.6,2.53,,2.62,2.53,,7.03,7.32,,7.23,7.32,,7.35,7.42,,5.31,5.35,,5.6,5.5,,5.47,5.5,,2.93,2.91,,2.91,2.91,,2.89,2.91,,5.33,5.5,,5.45,5.5,,5.38,5.37,,5.16,5.16,,5.47,5.43,,5.51,5.43,,1.38,1.41,,1.42,1.41,,1.42,1.41,,5.28,5.43,,5.42,5.43,,5.47,5.5,,-3.63,,-3.64,-4.07,,-4.07,-4.03,-4.07,,-1.25,-1.26,,-1.27,-1.26,,-1.26,-1.26,,-4.06,-4.07,,-4.17,-4.07,,-3.9,-3.98,,5.69,,5.68,6.39,,6.37,6.41,,6.37,3.26,,3.27,3.29,,3.27,3.3,,3.27,6.19,6.37,,6.34,6.37,,6.18,6.21,,5.53,,5.66,3.7,,3.66,3.72,,3.66,2.12,,2.11,2.14,,2.11,2.09,,2.11,3.66,,3.66,3.67,,3.66,5.01,5.07,
PropertyRights,Freedoms,tstatp,-0.01,,-0.82,1.19,,1.46,-2.49,,-1.2,0.18,,-0.13,-0.77,,-1.16,-0.65,,-1.09,0.91,,1.94,-1.93,,-1.67,2.11,,2.43,-0.06,,-0.82,1.24,,1.46,-0.86,,-1.2,1.95,,-0.13,0.16,,-1.16,-1.05,,-1.09,1.37,,1.94,-1.32,,-1.67,1.69,,2.43,-0.93,,-0.82,1.53,,1.46,-0.87,,-1.2,-0.16,,-0.13,-1.23,,-1.16,-1.24,,-1.09,1.22,,1.94,-1.49,,-1.67,1.49,,2.43,-0.82,,-0.82,1.46,,1.46,-1.05,,-1.2,-0.06,,-0.13,-1.07,,-1.16,-1.01,,-1.09,1.78,,1.94,-1.69,,-1.67,2.55,,2.43,-0.32,,-0.82,1.29,,1.46,-0.84,,-1.2,0.54,,-0.13,-0.5,,-1.16,-0.81,,-1.09,1.59,,1.94,-1.51,,-1.67,1.97,,2.43,-0.4,-0.82,,1.15,1.46,,-0.95,,-1.2,2.86,,-0.13,1.23,,-1.16,-0.57,,-1.09,1.49,,1.94,-1.72,,-1.67,1.24,,2.43,0.32,-0.82,,0.76,1.46,,-2.19,-1.2,,0.25,-0.13,,-0.69,-1.16,,-0.66,-1.09,,0.96,,1.94,-2.14,,-1.67,1.73,,2.43,-0.49,-0.82,,1.52,1.46,,-0.88,-1.2,,-0.15,-0.13,,-1.2,-1.16,,-1.08,-1.09,,1.73,1.94,,-1.45,-1.67,,2.3,,2.43
