Outcome,OutcomeCategory,Stat,Dem6+e_peaveduc,Dem6+e_peaveduc/Dem6,Dem6+e_peaveduc/e_peaveduc,Dem6+g_res_norm,Dem6+g_res_norm/Dem6,Dem6+g_res_norm/g_res_norm,Dem6+l_res_norm,Dem6+l_res_norm/Dem6,Dem6+l_res_norm/l_res_norm,Dem6+ln_pwd_a,Dem6+ln_pwd_a/Dem6,Dem6+ln_pwd_a/ln_pwd_a,Dem6+ln_pwd_g,Dem6+ln_pwd_g/Dem6,Dem6+ln_pwd_g/ln_pwd_g,Dem6+ln_pwd_m,Dem6+ln_pwd_m/Dem6,Dem6+ln_pwd_m/ln_pwd_m,Dem6+p_res_norm,Dem6+p_res_norm/Dem6,Dem6+p_res_norm/p_res_norm,Dem6+r_res_norm,Dem6+r_res_norm/Dem6,Dem6+r_res_norm/r_res_norm,Dem6+wb_urbpop,Dem6+wb_urbpop/Dem6,Dem6+wb_urbpop/wb_urbpop,Przeworski+e_peaveduc,Przeworski+e_peaveduc/Przeworski,Przeworski+e_peaveduc/e_peaveduc,Przeworski+g_res_norm,Przeworski+g_res_norm/Przeworski,Przeworski+g_res_norm/g_res_norm,Przeworski+l_res_norm,Przeworski+l_res_norm/Przeworski,Przeworski+l_res_norm/l_res_norm,Przeworski+ln_pwd_a,Przeworski+ln_pwd_a/Przeworski,Przeworski+ln_pwd_a/ln_pwd_a,Przeworski+ln_pwd_g,Przeworski+ln_pwd_g/Przeworski,Przeworski+ln_pwd_g/ln_pwd_g,Przeworski+ln_pwd_m,Przeworski+ln_pwd_m/Przeworski,Przeworski+ln_pwd_m/ln_pwd_m,Przeworski+p_res_norm,Przeworski+p_res_norm/Przeworski,Przeworski+p_res_norm/p_res_norm,Przeworski+r_res_norm,Przeworski+r_res_norm/Przeworski,Przeworski+r_res_norm/r_res_norm,Przeworski+wb_urbpop,Przeworski+wb_urbpop/Przeworski,Przeworski+wb_urbpop/wb_urbpop,W4+e_peaveduc,W4+e_peaveduc/W4,W4+e_peaveduc/e_peaveduc,W4+g_res_norm,W4+g_res_norm/W4,W4+g_res_norm/g_res_norm,W4+l_res_norm,W4+l_res_norm/W4,W4+l_res_norm/l_res_norm,W4+ln_pwd_a,W4+ln_pwd_a/W4,W4+ln_pwd_a/ln_pwd_a,W4+ln_pwd_g,W4+ln_pwd_g/W4,W4+ln_pwd_g/ln_pwd_g,W4+ln_pwd_m,W4+ln_pwd_m/W4,W4+ln_pwd_m/ln_pwd_m,W4+p_res_norm,W4+p_res_norm/W4,W4+p_res_norm/p_res_norm,W4+r_res_norm,W4+r_res_norm/W4,W4+r_res_norm/r_res_norm,W4+wb_urbpop,W4+wb_urbpop/W4,W4+wb_urbpop/wb_urbpop,W_old+e_peaveduc,W_old+e_peaveduc/W_old,W_old+e_peaveduc/e_peaveduc,W_old+g_res_norm,W_old+g_res_norm/W_old,W_old+g_res_norm/g_res_norm,W_old+l_res_norm,W_old+l_res_norm/W_old,W_old+l_res_norm/l_res_norm,W_old+ln_pwd_a,W_old+ln_pwd_a/W_old,W_old+ln_pwd_a/ln_pwd_a,W_old+ln_pwd_g,W_old+ln_pwd_g/W_old,W_old+ln_pwd_g/ln_pwd_g,W_old+ln_pwd_m,W_old+ln_pwd_m/W_old,W_old+ln_pwd_m/ln_pwd_m,W_old+p_res_norm,W_old+p_res_norm/W_old,W_old+p_res_norm/p_res_norm,W_old+r_res_norm,W_old+r_res_norm/W_old,W_old+r_res_norm/r_res_norm,W_old+wb_urbpop,W_old+wb_urbpop/W_old,W_old+wb_urbpop/wb_urbpop,e_boix_regime+e_peaveduc,e_boix_regime+e_peaveduc/e_boix_regime,e_boix_regime+e_peaveduc/e_peaveduc,e_boix_regime+g_res_norm,e_boix_regime+g_res_norm/e_boix_regime,e_boix_regime+g_res_norm/g_res_norm,e_boix_regime+l_res_norm,e_boix_regime+l_res_norm/e_boix_regime,e_boix_regime+l_res_norm/l_res_norm,e_boix_regime+ln_pwd_a,e_boix_regime+ln_pwd_a/e_boix_regime,e_boix_regime+ln_pwd_a/ln_pwd_a,e_boix_regime+ln_pwd_g,e_boix_regime+ln_pwd_g/e_boix_regime,e_boix_regime+ln_pwd_g/ln_pwd_g,e_boix_regime+ln_pwd_m,e_boix_regime+ln_pwd_m/e_boix_regime,e_boix_regime+ln_pwd_m/ln_pwd_m,e_boix_regime+p_res_norm,e_boix_regime+p_res_norm/e_boix_regime,e_boix_regime+p_res_norm/p_res_norm,e_boix_regime+r_res_norm,e_boix_regime+r_res_norm/e_boix_regime,e_boix_regime+r_res_norm/r_res_norm,e_boix_regime+wb_urbpop,e_boix_regime+wb_urbpop/e_boix_regime,e_boix_regime+wb_urbpop/wb_urbpop,gwf_party+e_peaveduc,gwf_party+e_peaveduc/e_peaveduc,gwf_party+e_peaveduc/gwf_party,gwf_party+g_res_norm,gwf_party+g_res_norm/g_res_norm,gwf_party+g_res_norm/gwf_party,gwf_party+l_res_norm,gwf_party+l_res_norm/gwf_party,gwf_party+l_res_norm/l_res_norm,gwf_party+ln_pwd_a,gwf_party+ln_pwd_a/gwf_party,gwf_party+ln_pwd_a/ln_pwd_a,gwf_party+ln_pwd_g,gwf_party+ln_pwd_g/gwf_party,gwf_party+ln_pwd_g/ln_pwd_g,gwf_party+ln_pwd_m,gwf_party+ln_pwd_m/gwf_party,gwf_party+ln_pwd_m/ln_pwd_m,gwf_party+p_res_norm,gwf_party+p_res_norm/gwf_party,gwf_party+p_res_norm/p_res_norm,gwf_party+r_res_norm,gwf_party+r_res_norm/gwf_party,gwf_party+r_res_norm/r_res_norm,gwf_party+wb_urbpop,gwf_party+wb_urbpop/gwf_party,gwf_party+wb_urbpop/wb_urbpop,normpolity+e_peaveduc,normpolity+e_peaveduc/e_peaveduc,normpolity+e_peaveduc/normpolity,normpolity+g_res_norm,normpolity+g_res_norm/g_res_norm,normpolity+g_res_norm/normpolity,normpolity+l_res_norm,normpolity+l_res_norm/l_res_norm,normpolity+l_res_norm/normpolity,normpolity+ln_pwd_a,normpolity+ln_pwd_a/ln_pwd_a,normpolity+ln_pwd_a/normpolity,normpolity+ln_pwd_g,normpolity+ln_pwd_g/ln_pwd_g,normpolity+ln_pwd_g/normpolity,normpolity+ln_pwd_m,normpolity+ln_pwd_m/ln_pwd_m,normpolity+ln_pwd_m/normpolity,normpolity+p_res_norm,normpolity+p_res_norm/normpolity,normpolity+p_res_norm/p_res_norm,normpolity+r_res_norm,normpolity+r_res_norm/normpolity,normpolity+r_res_norm/r_res_norm,normpolity+wb_urbpop,normpolity+wb_urbpop/normpolity,normpolity+wb_urbpop/wb_urbpop,support+e_peaveduc,support+e_peaveduc/e_peaveduc,support+e_peaveduc/support,support+g_res_norm,support+g_res_norm/g_res_norm,support+g_res_norm/support,support+l_res_norm,support+l_res_norm/l_res_norm,support+l_res_norm/support,support+ln_pwd_a,support+ln_pwd_a/ln_pwd_a,support+ln_pwd_a/support,support+ln_pwd_g,support+ln_pwd_g/ln_pwd_g,support+ln_pwd_g/support,support+ln_pwd_m,support+ln_pwd_m/ln_pwd_m,support+ln_pwd_m/support,support+p_res_norm,support+p_res_norm/p_res_norm,support+p_res_norm/support,support+r_res_norm,support+r_res_norm/r_res_norm,support+r_res_norm/support,support+wb_urbpop,support+wb_urbpop/support,support+wb_urbpop/wb_urbpop
PublicGood,EndogPublicGoods,AIC,-15822.48,-18712.64,-17001.89,-23371.53,-23323.64,-23316.23,-23557.17,-23323.64,-23465.02,-13736.08,-13729.72,-15363.8,-13731.77,-13729.72,-15356.79,-13740.11,-13729.72,-15365.98,-23324.15,-23323.64,-23291.4,-23336.26,-23323.64,-23283.43,-23104.43,-23016.52,-22971.01,-14717.61,-15760.77,-17001.89,-19909.02,-19880.58,-23316.23,-20029.09,-19880.58,-23465.02,-8056.07,-8051.73,-15363.8,-8050.63,-8051.73,-15356.79,-8051.47,-8051.73,-15365.98,-19884.54,-19880.58,-23291.4,-19898.69,-19880.58,-23283.43,-20024.94,-19960.42,-22971.01,-16863.35,-19135.42,-17001.89,-25134.96,-25088.24,-23316.23,-25233.4,-25088.24,-23465.02,-15649.92,-15636.42,-15363.8,-15639.96,-15636.42,-15356.79,-15645.8,-15636.42,-15365.98,-25088.94,-25088.24,-23291.4,-25098.44,-25088.24,-23283.43,-24624.92,-24545.48,-22971.01,-17001.77,-18183.84,-17001.89,-23982.64,-23921.29,-23316.23,-24107.23,-23921.29,-23465.02,-15394.92,-15380.13,-15363.8,-15389.1,-15380.13,-15356.79,-15398.77,-15380.13,-15365.98,-23944.46,-23921.29,-23291.4,-23947.76,-23921.29,-23283.43,-23632.38,-23466.36,-22971.01,-16266.54,-18209.35,-17001.89,-23142.07,-23099.78,-23316.23,-23220.17,-23099.78,-23465.02,-12832.34,-12819.59,-15363.8,-12824.9,-12819.59,-15356.79,-12825.7,-12819.59,-15365.98,-23104.51,-23099.78,-23291.4,-23109.84,-23099.78,-23283.43,-23335.93,-23222.45,-22971.01,-14048.01,-17001.89,-14466.49,-17230.1,-23316.23,-17197.07,-17354.99,-17197.07,-23465.02,-8211.36,-8195.83,-15363.8,-8196.48,-8195.83,-15356.79,-8194.41,-8195.83,-15365.98,-17211.46,-17197.07,-23291.4,-17221.85,-17197.07,-23283.43,-17053.78,-17017.08,-22971.01,-16442.87,-17001.89,-18543.89,-23242.45,-23316.23,-23214.58,-23433.88,-23465.02,-23214.58,-13872.09,-15363.8,-13863.39,-13868.1,-15356.79,-13863.39,-13874.64,-15365.98,-13863.39,-23218.15,-23214.58,-23291.4,-23227.48,-23214.58,-23283.43,-22969.92,-22910.03,-22971.01,-17322.98,-17001.89,-19467.47,-24586.84,-23316.23,-24522.03,-24600.32,-23465.02,-24522.03,-15441.94,-15363.8,-15430.93,-15436.87,-15356.79,-15430.93,-15450.39,-15365.98,-15430.93,-24546.87,-23291.4,-24522.03,-24533.23,-23283.43,-24522.03,-24775.46,-24622.52,-22971.01
PublicGood,EndogPublicGoods,BIC,-15414.31,-18290.89,-16581.97,-22929.89,-22888.99,-22870.06,-23115.53,-22888.99,-23018.85,-13598.48,-13598.09,-15223.14,-13594.16,-13598.09,-15216.13,-13602.51,-13598.09,-15225.32,-22882.51,-22888.99,-22845.22,-22894.62,-22888.99,-22837.25,-22663.53,-22582.6,-22521.85,-14385.84,-15415.76,-16581.97,-19546.15,-19524.55,-22870.06,-19666.23,-19524.55,-23018.85,-7987.13,-7988.08,-15223.14,-7981.69,-7988.08,-15216.13,-7982.53,-7988.08,-15225.32,-19521.67,-19524.55,-22845.22,-19535.83,-19524.55,-22837.25,-19661.96,-19604.27,-22521.85,-16443.44,-18701.77,-16581.97,-24681.72,-24642.07,-22870.06,-24780.16,-24642.07,-23018.85,-15503.16,-15495.76,-15223.14,-15493.2,-15495.76,-15216.13,-15499.05,-15495.76,-15225.32,-24635.7,-24642.07,-22845.22,-24645.2,-24642.07,-22837.25,-24168.64,-24096.32,-22521.85,-16581.85,-17750.19,-16581.97,-23529.4,-23475.11,-22870.06,-23653.99,-23475.11,-23018.85,-15248.16,-15239.47,-15223.14,-15242.34,-15239.47,-15216.13,-15252.02,-15239.47,-15225.32,-23491.21,-23475.11,-22845.22,-23494.52,-23475.11,-22837.25,-23176.11,-23017.2,-22521.85,-15879.88,-17809.17,-16581.97,-22721.93,-22686.62,-22870.06,-22800.03,-22686.62,-23018.85,-12714.67,-12707.79,-15223.14,-12707.23,-12707.79,-15216.13,-12708.03,-12707.79,-15225.32,-22684.37,-22686.62,-22845.22,-22689.7,-22686.62,-22837.25,-22915.63,-22809.14,-22521.85,-13704.2,-16581.97,-14109.49,-16857.71,-22870.06,-16831.43,-16982.6,-16831.43,-23018.85,-8130.97,-8120.79,-15223.14,-8116.09,-8120.79,-15216.13,-8114.03,-8120.79,-15225.32,-16839.07,-16831.43,-22845.22,-16849.46,-16831.43,-22837.25,-16681.82,-16651.87,-22521.85,-16034.69,-16581.97,-18122.15,-22800.81,-22870.06,-22779.94,-22992.24,-23018.85,-22779.94,-13734.49,-15223.14,-13731.75,-13730.5,-15216.13,-13731.75,-13737.04,-15225.32,-13731.75,-22776.5,-22779.94,-22845.22,-22785.84,-22779.94,-22837.25,-22529.02,-22476.11,-22521.85,-16904.05,-16581.97,-19034.84,-24134.51,-22870.06,-24076.75,-24147.98,-23018.85,-24076.75,-15295.53,-15223.14,-15290.61,-15290.46,-15216.13,-15290.61,-15303.98,-15225.32,-15290.61,-24094.54,-22845.22,-24076.75,-24080.9,-22837.25,-24076.75,-24320.07,-24174.23,-22521.85
PublicGood,EndogPublicGoods,loglike,7971.79,9418.9,8562.46,11749.26,11724.29,11721.57,11842.08,11724.29,11795.97,6891.23,6887.03,7705.06,6889.07,6887.03,7701.56,6893.24,6887.03,7706.15,11725.56,11724.29,11709.16,11731.62,11724.29,11705.17,11615.71,11570.74,11548.94,7409.25,7932.87,8562.46,10007.92,9992.68,11721.57,10067.95,9992.68,11795.97,4041.16,4037.97,7705.06,4038.44,4037.97,7701.56,4038.86,4037.97,7706.15,9995.68,9992.68,11709.16,10002.75,9992.68,11705.17,10065.88,10032.6,11548.94,8493.2,9631.26,8562.46,12631.95,12607.58,11721.57,12681.17,12607.58,11795.97,7849.14,7841.37,7705.06,7844.16,7841.37,7701.56,7847.08,7841.37,7706.15,12608.94,12607.58,11709.16,12613.69,12607.58,11705.17,12376.91,12336.17,11548.94,8562.4,9155.47,8562.46,12055.79,12024.1,11721.57,12118.09,12024.1,11795.97,7721.64,7713.23,7705.06,7718.73,7713.23,7701.56,7723.56,7713.23,7706.15,12036.7,12024.1,11709.16,12038.35,12024.1,11705.17,11880.64,11796.61,11548.94,8190.77,9164.21,8562.46,11631.48,11609.32,11721.57,11670.53,11609.32,11795.97,6436.33,6428.94,7705.06,6432.61,6428.94,7701.56,6433.0,6428.94,7706.15,11612.7,11609.32,11709.16,11615.37,11609.32,11705.17,11728.41,11670.66,11548.94,7076.5,8562.46,7287.78,8670.53,11721.57,8652.99,8732.97,8652.99,11795.97,4120.83,4112.05,7705.06,4113.39,4112.05,7701.56,4112.36,4112.05,7706.15,8661.21,8652.99,11709.16,8666.4,8652.99,11705.17,8582.37,8563.0,11548.94,8281.98,8562.46,9334.53,11684.71,11721.57,11669.77,11780.43,11795.97,11669.77,6959.23,7705.06,6953.86,6957.24,7701.56,6953.86,6960.51,7706.15,6953.86,11672.56,11669.77,11709.16,11677.23,11669.77,11705.17,11548.46,11517.5,11548.94,8723.02,8562.46,9797.3,12357.9,11721.57,12324.48,12364.63,11795.97,12324.48,7745.15,7705.06,7738.63,7742.62,7701.56,7738.63,7749.38,7706.15,7738.63,12337.91,11709.16,12324.48,12331.09,11705.17,12324.48,12452.18,12374.7,11548.94
PublicWantCommonGood,EndogPublicGoods,betaw,,1.15,,1.16,1.16,,1.14,1.16,,0.53,0.52,,0.52,0.52,,0.52,0.52,,1.15,1.16,,1.15,1.16,,1.16,1.17,,,1.32,,1.35,1.35,,1.34,1.35,,0.44,0.45,,0.44,0.45,,0.45,0.45,,1.34,1.35,,1.34,1.35,,1.33,1.34,,,4.19,,3.98,3.98,,3.94,3.98,,5.28,5.27,,5.31,5.27,,5.31,5.27,,3.96,3.98,,3.95,3.98,,3.99,4.0,,,1.79,,1.78,1.78,,1.76,1.78,,0.89,0.9,,0.88,0.9,,0.89,0.9,,1.76,1.78,,1.77,1.78,,1.8,1.8,,,1.24,,1.28,1.28,,1.26,1.28,,0.34,0.34,,0.34,0.34,,0.34,0.34,,1.27,1.28,,1.27,1.28,,1.26,1.28,,,,-0.38,-0.44,,-0.44,-0.42,-0.44,,-1.22,-1.22,,-1.24,-1.22,,-1.24,-1.22,,-0.44,-0.44,,-0.45,-0.44,,-0.4,-0.43,,,,2.38,2.36,,2.35,2.33,,2.35,2.27,,2.26,2.25,,2.26,2.26,,2.26,2.34,2.35,,2.34,2.35,,2.34,2.35,,,,3.87,3.95,,3.95,3.88,,3.95,2.94,,2.89,2.88,,2.89,2.87,,2.89,3.92,,3.95,3.91,,3.95,3.63,3.65,
PublicWantCommonGood,EndogPublicGoods,betap,0.55,,0.33,-0.01,,0.14,-1.14,,-1.52,-2.79,,-2.05,-4.13,,-3.4,-1.23,,-1.11,0.37,,0.92,-1.37,,-1.56,0.01,,0.01,0.17,,0.33,-0.21,,0.14,-1.08,,-1.52,5.1,,-2.05,10.89,,-3.4,4.05,,-1.11,0.43,,0.92,-1.52,,-1.56,0.01,,0.01,0.41,,0.33,-0.26,,0.14,-0.75,,-1.52,-2.19,,-2.05,-4.31,,-3.4,-2.03,,-1.11,0.22,,0.92,-0.98,,-1.56,0.0,,0.01,0.33,,0.33,0.08,,0.14,-1.22,,-1.52,-1.87,,-2.05,-2.75,,-3.4,-0.75,,-1.11,0.72,,0.92,-1.47,,-1.56,0.01,,0.01,0.39,,0.33,-0.32,,0.14,-0.8,,-1.52,-1.23,,-2.05,-1.6,,-3.4,-0.47,,-1.11,0.52,,0.92,-1.4,,-1.56,0.01,,0.01,0.27,0.33,,-0.13,0.14,,-1.4,,-1.52,2.17,,-2.05,6.3,,-3.4,3.19,,-1.11,0.82,,0.92,-1.83,,-1.56,0.02,,0.01,0.35,0.33,,-0.47,0.14,,-0.93,-1.52,,-2.6,-2.05,,-3.47,-3.4,,-1.13,-1.11,,0.32,,0.92,-1.3,,-1.56,0.01,,0.01,0.03,0.33,,0.04,0.14,,-0.56,-1.52,,-2.34,-2.05,,-3.42,-3.4,,-0.87,-1.11,,0.74,0.92,,-1.19,-1.56,,0.01,,0.01
PublicWantCommonGood,EndogPublicGoods,tstatw,,10.54,,11.41,11.45,,11.47,11.45,,3.71,3.67,,3.73,3.67,,3.68,3.67,,11.35,11.45,,11.34,11.45,,11.61,11.61,,,9.29,,10.47,10.48,,10.44,10.48,,2.85,2.89,,2.86,2.89,,2.86,2.89,,10.45,10.48,,10.35,10.48,,10.39,10.38,,,17.97,,17.78,17.76,,17.54,17.76,,7.12,7.09,,7.11,7.09,,7.05,7.09,,17.68,17.76,,17.58,17.76,,18.54,18.82,,,9.62,,10.54,10.54,,10.56,10.54,,3.4,3.37,,3.41,3.37,,3.39,3.37,,10.39,10.54,,10.53,10.54,,10.56,10.6,,,10.21,,11.48,11.54,,11.4,11.54,,2.3,2.25,,2.27,2.25,,2.26,2.25,,11.47,11.54,,11.43,11.54,,11.49,11.51,,,,-1.81,-2.41,,-2.4,-2.36,-2.4,,-1.25,-1.25,,-1.26,-1.25,,-1.27,-1.25,,-2.39,-2.4,,-2.51,-2.4,,-2.17,-2.3,,,,14.46,16.18,,16.2,16.02,,16.2,5.73,,5.62,5.68,,5.62,5.62,,5.62,16.27,16.2,,16.1,16.2,,16.05,16.22,,,,10.26,10.11,,10.12,9.73,,10.12,3.57,,3.52,3.59,,3.52,3.53,,3.52,10.02,,10.12,10.05,,10.12,11.08,11.15,
PublicWantCommonGood,EndogPublicGoods,tstatp,1.91,,1.53,-0.03,,0.2,-3.88,,-3.67,-1.86,,-1.51,-1.69,,-1.33,-0.75,,-0.65,1.04,,2.04,-3.3,,-3.41,2.22,,2.11,0.72,,1.53,-0.39,,0.2,-2.12,,-3.67,1.53,,-1.51,2.3,,-1.33,1.4,,-0.65,1.21,,2.04,-3.44,,-3.41,1.7,,2.11,1.78,,1.53,-0.64,,0.2,-1.79,,-3.67,-1.68,,-1.51,-1.81,,-1.33,-1.42,,-0.65,0.97,,2.04,-3.3,,-3.41,0.63,,2.11,1.53,,1.53,0.13,,0.2,-2.5,,-3.67,-1.47,,-1.51,-1.19,,-1.33,-0.48,,-0.65,1.93,,2.04,-3.67,,-3.41,2.68,,2.11,1.57,,1.53,-0.7,,0.2,-2.57,,-3.67,-0.92,,-1.51,-0.61,,-1.33,-0.25,,-0.65,1.39,,2.04,-3.85,,-3.41,1.96,,2.11,1.08,1.53,,-0.22,0.2,,-3.24,,-3.67,1.01,,-1.51,1.76,,-1.33,1.17,,-0.65,1.62,,2.04,-2.78,,-3.41,1.71,,2.11,1.33,1.53,,-0.98,0.2,,-1.87,-3.67,,-1.82,-1.51,,-1.64,-1.33,,-0.82,-0.65,,1.2,,2.04,-3.48,,-3.41,1.5,,2.11,0.15,1.53,,0.08,0.2,,-1.38,-3.67,,-1.57,-1.51,,-1.32,-1.33,,-0.52,-0.65,,1.94,2.04,,-2.2,-3.41,,2.08,,2.11
PublicWantCommonGood,EndogPublicGoods,AIC,15703.74,12969.54,16530.97,15525.11,15523.09,19088.19,15444.24,15523.09,18966.81,3017.82,3050.84,4055.12,3018.85,3050.84,4050.1,3046.57,3050.84,4068.26,15509.55,15523.09,18997.25,15451.88,15523.09,18995.16,15208.81,15282.06,20374.06,12380.94,10637.36,16530.97,12681.17,12680.93,19088.19,12621.91,12680.93,18966.81,589.36,603.97,4055.12,577.16,603.97,4050.1,597.53,603.97,4068.26,12662.6,12680.93,18997.25,12607.79,12680.93,18995.16,12667.05,12703.45,20374.06,16713.62,11553.95,16530.97,13849.14,13851.81,19088.19,13800.24,13851.81,18966.81,2625.33,2656.07,4055.12,2599.68,2656.07,4050.1,2629.19,2656.07,4068.26,13844.25,13851.81,18997.25,13787.77,13851.81,18995.16,15241.35,15246.81,20374.06,16531.13,14608.27,16530.97,17240.59,17238.84,19088.19,17143.84,17238.84,18966.81,3871.29,3885.87,4055.12,3871.53,3885.87,4050.1,3885.16,3885.87,4068.26,17173.22,17238.84,18997.25,17138.27,17238.84,18995.16,18490.37,18591.43,20374.06,14826.49,12471.96,16530.97,15012.06,15014.92,19088.19,14976.25,15014.92,18966.81,2425.14,2427.79,4055.12,2426.56,2427.79,4050.1,2429.24,2427.79,4068.26,14981.35,15014.92,18997.25,14938.22,15014.92,18995.16,14939.4,14997.31,20374.06,12407.77,16530.97,12116.65,13832.25,19088.19,13830.75,13754.9,13830.75,18966.81,593.65,596.6,4055.12,583.44,596.6,4050.1,591.19,596.6,4068.26,13782.99,13830.75,18997.25,13749.45,13830.75,18995.16,13691.56,13744.17,20374.06,15152.36,16530.97,11371.75,13505.33,19088.19,13516.63,13450.99,18966.81,13516.63,2415.47,4055.12,2450.79,2423.53,4050.1,2450.79,2446.32,4068.26,2450.79,13503.98,13516.63,18997.25,13435.86,13516.63,18995.16,13306.01,13341.81,20374.06,15965.99,16530.97,14136.98,16802.47,19088.19,16800.5,16782.89,18966.81,16800.5,3664.64,4055.12,3689.51,3665.22,4050.1,3689.51,3687.76,4068.26,3689.51,16731.68,18997.25,16800.5,16734.03,18995.16,16800.5,17955.85,18031.89,20374.06
PublicWantCommonGood,EndogPublicGoods,BIC,16111.92,13391.29,16950.89,15966.82,15957.8,19534.43,15885.95,15957.8,19413.05,3155.42,3182.48,4195.78,3156.46,3182.48,4190.76,3184.17,3182.48,4208.91,15951.26,15957.8,19443.49,15893.59,15957.8,19441.4,15649.79,15716.06,20823.5,12712.72,10982.37,16950.89,13044.1,13037.03,19534.43,12984.84,13037.03,19413.05,658.3,667.62,4195.78,646.1,667.62,4190.76,666.47,667.62,4208.91,13025.53,13037.03,19443.49,12970.72,13037.03,19441.4,13030.09,13059.66,20823.5,17133.54,11987.6,16950.89,14302.45,14298.05,19534.43,14253.55,14298.05,19413.05,2772.09,2796.72,4195.78,2746.44,2796.72,4190.76,2775.95,2796.72,4208.91,14297.56,14298.05,19443.49,14241.08,14298.05,19441.4,15697.92,15696.25,20823.5,16951.05,15041.92,16950.89,17693.9,17685.08,19534.43,17597.15,17685.08,19413.05,4018.05,4026.53,4195.78,4018.29,4026.53,4190.76,4031.92,4026.53,4208.91,17626.53,17685.08,19443.49,17591.58,17685.08,19441.4,18946.94,19040.88,20823.5,15213.15,12872.15,16950.89,15432.28,15428.14,19534.43,15396.46,15428.14,19413.05,2542.81,2539.59,4195.78,2544.23,2539.59,4190.76,2546.91,2539.59,4208.91,15401.57,15428.14,19443.49,15358.43,15428.14,19441.4,15359.77,15410.69,20823.5,12751.59,16950.89,12473.65,14204.64,19534.43,14196.38,14127.29,14196.38,19413.05,674.03,671.65,4195.78,663.82,671.65,4190.76,671.58,671.65,4208.91,14155.38,14196.38,19443.49,14121.84,14196.38,19441.4,14063.52,14109.39,20823.5,15560.53,16950.89,11793.5,13947.04,19534.43,13951.35,13892.7,19413.05,13951.35,2553.07,4195.78,2582.43,2561.14,4190.76,2582.43,2583.92,4208.91,2582.43,13945.69,13951.35,19443.49,13877.57,13951.35,19441.4,13746.99,13775.8,20823.5,16384.92,16950.89,14569.61,17254.87,19534.43,17245.85,17235.3,19413.05,17245.85,3811.05,4195.78,3829.83,3811.63,4190.76,3829.83,3834.18,4208.91,3829.83,17184.08,19443.49,17245.85,17186.43,19441.4,17245.85,18411.54,18480.47,20823.5
PublicWantCommonGood,EndogPublicGoods,loglike,-7791.33,-6422.19,-8203.97,-7699.07,-7699.07,-9480.64,-7658.63,-7699.07,-9419.95,-1485.72,-1503.25,-2004.4,-1486.24,-1503.25,-2001.89,-1500.1,-1503.25,-2010.96,-7691.29,-7699.07,-9435.17,-7662.45,-7699.07,-9434.13,-7540.91,-7578.55,-10123.6,-6140.02,-5266.19,-8203.97,-6287.18,-6288.07,-9480.64,-6257.55,-6288.07,-9419.95,-281.56,-289.88,-2004.4,-275.46,-289.88,-2001.89,-285.64,-289.88,-2010.96,-6277.89,-6288.07,-9435.17,-6250.49,-6288.07,-9434.13,-6280.12,-6299.33,-10123.6,-8295.29,-5713.42,-8203.97,-6860.1,-6862.45,-9480.64,-6835.65,-6862.45,-9419.95,-1288.49,-1304.87,-2004.4,-1275.66,-1304.87,-2001.89,-1290.42,-1304.87,-2010.96,-6857.66,-6862.45,-9435.17,-6829.41,-6862.45,-9434.13,-7556.23,-7559.97,-10123.6,-8204.04,-7240.58,-8203.97,-8555.83,-8555.96,-9480.64,-8507.45,-8555.96,-9419.95,-1911.47,-1919.77,-2004.4,-1911.59,-1919.77,-2001.89,-1918.4,-1919.77,-2010.96,-8522.14,-8555.96,-9435.17,-8504.67,-8555.96,-9434.13,-9180.74,-9232.29,-10123.6,-7355.74,-6176.44,-8203.97,-7445.58,-7448.03,-9480.64,-7427.68,-7448.03,-9419.95,-1192.41,-1194.75,-2004.4,-1193.12,-1194.75,-2001.89,-1194.46,-1194.75,-2010.96,-7430.23,-7448.03,-9435.17,-7408.66,-7448.03,-9434.13,-7409.26,-7439.22,-10123.6,-6151.39,-8203.97,-6003.79,-6860.65,-9480.64,-6860.92,-6821.98,-6860.92,-9419.95,-281.67,-284.17,-2004.4,-276.57,-284.17,-2001.89,-280.45,-284.17,-2010.96,-6836.02,-6860.92,-9435.17,-6819.25,-6860.92,-9434.13,-6790.3,-6817.62,-10123.6,-7515.63,-8203.97,-5623.3,-6689.18,-9480.64,-6695.84,-6662.01,-9419.95,-6695.84,-1184.55,-2004.4,-1203.23,-1188.58,-2001.89,-1203.23,-1199.97,-2010.96,-1203.23,-6688.5,-6695.84,-9435.17,-6654.44,-6695.84,-9434.13,-6589.51,-6608.43,-10123.6,-7921.47,-8203.97,-7004.93,-8336.76,-9480.64,-8336.79,-8326.97,-9419.95,-8336.79,-1808.14,-2004.4,-1821.59,-1808.43,-2001.89,-1821.59,-1819.7,-2010.96,-1821.59,-8301.36,-9435.17,-8336.79,-8302.54,-9434.13,-8336.79,-8913.47,-8952.51,-10123.6
